"uid","Name (greeting)","Name (survey)","E-mail","elso_szintu_szegmentacio_a","elso_szintu_szegmentacio_b","Department","Hierarchy level","mukodesi_terulet","iranyitasi_szint","Questionnaire language"
"resp4830","resp4830","resp4830","resp4830@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. közvetlen","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4831","resp4831","resp4831","resp4831@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp4832","resp4832","resp4832","resp4832@example.com","HR","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4833","resp4833","resp4833","resp4833@example.com","üzlet","VÁLLALATI VIGH","Levél Termékmenedzsment Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4834","resp4834","resp4834","resp4834@example.com","gazdálkodás","GAZDASÁGI VIGH","Beszerzési Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4835","resp4835","resp4835","resp4835@example.com","üzlet","VÁLLALATI VIGH","Levél Termékmenedzsment Ig.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4836","resp4836","resp4836","resp4836@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4837","resp4837","resp4837","resp4837@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp4838","resp4838","resp4838","resp4838@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4839","resp4839","resp4839","resp4839@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4840","resp4840","resp4840","resp4840@example.com","üzlet","VÁLLALATI VIGH","Vállalati Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4841","resp4841","resp4841","resp4841@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp4842","resp4842","resp4842","resp4842@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4843","resp4843","resp4843","resp4843@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp4844","resp4844","resp4844","resp4844@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4845","resp4845","resp4845","resp4845@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4846","resp4846","resp4846","resp4846@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","keleti régió","Szolgáltatás","Hungarian (formal)"
"resp4847","resp4847","resp4847","resp4847@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4848","resp4848","resp4848","resp4848@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","MM","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4849","resp4849","resp4849","resp4849@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp4850","resp4850","resp4850","resp4850@example.com","ellenőrzés","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Üzleti irányítás","Hungarian (formal)"
"resp4851","resp4851","resp4851","resp4851@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4852","resp4852","resp4852","resp4852@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4853","resp4853","resp4853","resp4853@example.com","hálózat","LAKOSSÁGI VIGH","Hálózati Ig. közvetlen","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4854","resp4854","resp4854","resp4854@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp4855","resp4855","resp4855","resp4855@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4856","resp4856","resp4856","resp4856@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4857","resp4857","resp4857","resp4857@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4858","resp4858","resp4858","resp4858@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4859","resp4859","resp4859","resp4859@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4860","resp4860","resp4860","resp4860@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4861","resp4861","resp4861","resp4861@example.com","törzskari","Törzskari FŐIG","Adatmenedzsment és Dok. Kp.","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp4862","resp4862","resp4862","resp4862@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Üzleti irányítás","Hungarian (formal)"
"resp4863","resp4863","resp4863","resp4863@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","nyugati régió","Szolgáltatás","Hungarian (formal)"
"resp4864","resp4864","resp4864","resp4864@example.com","üzlet","LAKOSSÁGI VIGH","Ügyfélszolgálati Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4865","resp4865","resp4865","resp4865@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4866","resp4866","resp4866","resp4866@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4867","resp4867","resp4867","resp4867@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4868","resp4868","resp4868","resp4868@example.com","üzlet","LAKOSSÁGI VIGH","Ügyfélszolgálati Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4869","resp4869","resp4869","resp4869@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4870","resp4870","resp4870","resp4870@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","MM","központi régió","Végrehajtás","Hungarian (formal)"
"resp4871","resp4871","resp4871","resp4871@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","MM","központi régió","Végrehajtás","Hungarian (formal)"
"resp4872","resp4872","resp4872","resp4872@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Üzleti irányítás","Hungarian (formal)"
"resp4873","resp4873","resp4873","resp4873@example.com","üzlet","VÁLLALATI VIGH","Vállalati Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4874","resp4874","resp4874","resp4874@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp4875","resp4875","resp4875","resp4875@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4876","resp4876","resp4876","resp4876@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp4877","resp4877","resp4877","resp4877@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp4878","resp4878","resp4878","resp4878@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp4879","resp4879","resp4879","resp4879@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4880","resp4880","resp4880","resp4880@example.com","törzskari","Törzskari FŐIG","Törzskari Főigazgatóság közvetlen","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp4881","resp4881","resp4881","resp4881@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","MM","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4882","resp4882","resp4882","resp4882@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Üzleti irányítás","Hungarian (formal)"
"resp4883","resp4883","resp4883","resp4883@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp4884","resp4884","resp4884","resp4884@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp4885","resp4885","resp4885","resp4885@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp4886","resp4886","resp4886","resp4886@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4887","resp4887","resp4887","resp4887@example.com","gazdálkodás","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4888","resp4888","resp4888","resp4888@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp4889","resp4889","resp4889","resp4889@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4890","resp4890","resp4890","resp4890@example.com","törzskari","Törzskari FŐIG","Törzskari Főigazgatóság közvetlen","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp4891","resp4891","resp4891","resp4891@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","keleti régió","Szolgáltatás","Hungarian (formal)"
"resp4892","resp4892","resp4892","resp4892@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4893","resp4893","resp4893","resp4893@example.com","gazdálkodás","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp4894","resp4894","resp4894","resp4894@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4895","resp4895","resp4895","resp4895@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4896","resp4896","resp4896","resp4896@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4897","resp4897","resp4897","resp4897@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Üzleti irányítás","Hungarian (formal)"
"resp4898","resp4898","resp4898","resp4898@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4899","resp4899","resp4899","resp4899@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4900","resp4900","resp4900","resp4900@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4901","resp4901","resp4901","resp4901@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","keleti régió","Szolgáltatás","Hungarian (formal)"
"resp4902","resp4902","resp4902","resp4902@example.com","törzskari","Törzskari FŐIG","Működésfejl. és Szabályozási Ig.","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp4903","resp4903","resp4903","resp4903@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4904","resp4904","resp4904","resp4904@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4905","resp4905","resp4905","resp4905@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Üzleti irányítás","Hungarian (formal)"
"resp4906","resp4906","resp4906","resp4906@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4907","resp4907","resp4907","resp4907@example.com","üzlet","VÁLLALATI VIGH","Csomag Termékmenedzsment Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4908","resp4908","resp4908","resp4908@example.com","üzlet","-","Marketingkommunikációs Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4909","resp4909","resp4909","resp4909@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4910","resp4910","resp4910","resp4910@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4911","resp4911","resp4911","resp4911@example.com","ellenőrzés","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Üzleti irányítás","Hungarian (formal)"
"resp4912","resp4912","resp4912","resp4912@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp4913","resp4913","resp4913","resp4913@example.com","üzlet","LAKOSSÁGI VIGH","Ügyfélszolgálati Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4914","resp4914","resp4914","resp4914@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","TL","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4915","resp4915","resp4915","resp4915@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","MM","központi régió","Végrehajtás","Hungarian (formal)"
"resp4916","resp4916","resp4916","resp4916@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4917","resp4917","resp4917","resp4917@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp4918","resp4918","resp4918","resp4918@example.com","üzlet","VÁLLALATI VIGH","Levél Termékmenedzsment Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp4919","resp4919","resp4919","resp4919@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp4920","resp4920","resp4920","resp4920@example.com","gazdálkodás","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4921","resp4921","resp4921","resp4921@example.com","HR","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp4922","resp4922","resp4922","resp4922@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp4923","resp4923","resp4923","resp4923@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","TL","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp4924","resp4924","resp4924","resp4924@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","központi régió","Végrehajtás","Hungarian (formal)"
